Fördernehmer_in,eindeutige Nummer des Digitalisats,Analogfilm,3D,Sonstige,Ressourcenadresse,Titel des Digitalisats,Kommentar (optional),Kontextadresse,Kommentar (optional)
Franziskanerkloster Graz,A-Gf_A64_38-116v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AD1-1@format=tif,A-Gf_A64_38-116v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-116v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-116v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-117r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AD2-0@format=tif,A-Gf_A64_38-117r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-117r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-117r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-117v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AD3-F@format=tif,A-Gf_A64_38-117v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-117v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-117v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-118r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AD4-E@format=tif,A-Gf_A64_38-118r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-118r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-118r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-118v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AD5-D@format=tif,A-Gf_A64_38-118v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-118v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-118v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-119r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AD6-C@format=tif,A-Gf_A64_38-119r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-119r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-119r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-119v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AD7-B@format=tif,A-Gf_A64_38-119v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-119v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-119v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-120r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AD8-A@format=tif,A-Gf_A64_38-120r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-120r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-120r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-120v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AD9-9@format=tif,A-Gf_A64_38-120v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-120v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-120v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-121r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2ADA-8@format=tif,A-Gf_A64_38-121r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-121r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-121r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-121v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2ADB-7@format=tif,A-Gf_A64_38-121v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-121v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-121v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-122r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2ADC-6@format=tif,A-Gf_A64_38-122r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-122r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-122r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-122v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2ADD-5@format=tif,A-Gf_A64_38-122v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-122v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-122v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-123r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2ADE-4@format=tif,A-Gf_A64_38-123r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-123r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-123r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-123v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2ADF-3@format=tif,A-Gf_A64_38-123v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-123v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-123v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-124r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AE0-0@format=tif,A-Gf_A64_38-124r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-124r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-124r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-124v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AE1-F@format=tif,A-Gf_A64_38-124v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-124v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-124v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-125r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AE2-E@format=tif,A-Gf_A64_38-125r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-125r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-125r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-125v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AE3-D@format=tif,A-Gf_A64_38-125v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-125v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-125v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-126r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AE4-C@format=tif,A-Gf_A64_38-126r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-126r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-126r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-126v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AE5-B@format=tif,A-Gf_A64_38-126v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-126v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-126v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-127r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AE6-A@format=tif,A-Gf_A64_38-127r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-127r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-127r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-127v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AE7-9@format=tif,A-Gf_A64_38-127v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-127v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-127v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-128r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AE8-8@format=tif,A-Gf_A64_38-128r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-128r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-128r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-128v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AE9-7@format=tif,A-Gf_A64_38-128v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-128v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-128v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-129r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AEA-6@format=tif,A-Gf_A64_38-129r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-129r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-129r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-129v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AEB-5@format=tif,A-Gf_A64_38-129v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-129v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-129v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-130r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AEC-4@format=tif,A-Gf_A64_38-130r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-130r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-130r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-130v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AED-3@format=tif,A-Gf_A64_38-130v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-130v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-130v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-131r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AEE-2@format=tif,A-Gf_A64_38-131r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-131r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-131r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-131v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AEF-1@format=tif,A-Gf_A64_38-131v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-131v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-131v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-132r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AF0-E@format=tif,A-Gf_A64_38-132r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-132r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-132r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-132v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AF1-D@format=tif,A-Gf_A64_38-132v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-132v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-132v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-133r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AF2-C@format=tif,A-Gf_A64_38-133r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-133r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-133r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-133v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AF3-B@format=tif,A-Gf_A64_38-133v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-133v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-133v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-134r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AF4-A@format=tif,A-Gf_A64_38-134r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-134r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-134r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-134v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AF5-9@format=tif,A-Gf_A64_38-134v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-134v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-134v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-135r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AF6-8@format=tif,A-Gf_A64_38-135r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-135r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-135r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-135v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AF7-7@format=tif,A-Gf_A64_38-135v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-135v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-135v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-136r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AF8-6@format=tif,A-Gf_A64_38-136r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-136r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-136r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-136v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AF9-5@format=tif,A-Gf_A64_38-136v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-136v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-136v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-137r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AFA-4@format=tif,A-Gf_A64_38-137r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-137r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-137r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-137v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AFB-3@format=tif,A-Gf_A64_38-137v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-137v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-137v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-138r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AFC-2@format=tif,A-Gf_A64_38-138r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-138r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-138r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-138v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AFD-1@format=tif,A-Gf_A64_38-138v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-138v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-138v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-139r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AFE-0@format=tif,A-Gf_A64_38-139r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-139r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-139r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-139v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2AFF-F@format=tif,A-Gf_A64_38-139v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-139v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-139v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-140r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B00-C@format=tif,A-Gf_A64_38-140r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-140r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-140r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-140v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B01-B@format=tif,A-Gf_A64_38-140v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-140v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-140v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-141r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B02-A@format=tif,A-Gf_A64_38-141r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-141r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-141r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-141v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B03-9@format=tif,A-Gf_A64_38-141v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-141v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-141v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-142r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B04-8@format=tif,A-Gf_A64_38-142r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-142r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-142r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-142v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B05-7@format=tif,A-Gf_A64_38-142v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-142v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-142v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-143r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B06-6@format=tif,A-Gf_A64_38-143r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-143r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-143r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-143v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B07-5@format=tif,A-Gf_A64_38-143v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-143v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-143v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-144r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B08-4@format=tif,A-Gf_A64_38-144r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-144r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-144r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-144v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B09-3@format=tif,A-Gf_A64_38-144v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-144v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-144v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-145r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B0A-2@format=tif,A-Gf_A64_38-145r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-145r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-145r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-145v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B0B-1@format=tif,A-Gf_A64_38-145v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-145v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-145v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-146r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B0C-0@format=tif,A-Gf_A64_38-146r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-146r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-146r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-146v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B0D-F@format=tif,A-Gf_A64_38-146v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-146v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-146v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-147r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B0E-E@format=tif,A-Gf_A64_38-147r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-147r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-147r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-147v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B0F-D@format=tif,A-Gf_A64_38-147v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-147v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-147v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-148r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B10-A@format=tif,A-Gf_A64_38-148r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-148r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-148r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-148v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B11-9@format=tif,A-Gf_A64_38-148v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-148v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-148v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-149r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B12-8@format=tif,A-Gf_A64_38-149r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-149r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-149r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-149v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B13-7@format=tif,A-Gf_A64_38-149v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-149v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-149v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-150r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B14-6@format=tif,A-Gf_A64_38-150r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-150r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-150r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-150v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B15-5@format=tif,A-Gf_A64_38-150v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-150v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-150v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-151r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B16-4@format=tif,A-Gf_A64_38-151r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-151r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-151r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-151v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B17-3@format=tif,A-Gf_A64_38-151v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-151v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-151v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-152r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B18-2@format=tif,A-Gf_A64_38-152r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-152r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-152r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-152v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B19-1@format=tif,A-Gf_A64_38-152v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-152v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-152v.tif,
Franziskanerkloster Graz,A-Gf_A64_38-153r_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B1A-0@format=tif,A-Gf_A64_38-153r (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-153r.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-153r.tif,
Franziskanerkloster Graz,A-Gf_A64_38-153v_M,,,,https://hdl.handle.net/21.11115/0000-0012-2B1B-F@format=tif,A-Gf_A64_38-153v (Master),https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-153v.tif,https://id.acdh.oeaw.ac.at/ofmgraz/masters/A64_38/A-Gf_A64_38-153v.tif,
