Fördernehmer_in,eindeutige Nummer des Digitalisats,Analogfilm,3D,Sonstige,Ressourcenadresse,Titel des Digitalisats,Kommentar (optional),Kontextadresse,Kommentar (optional)
Franziskanerkloster Graz,A-Gf_S1_72-407_D,,,,https://hdl.handle.net/21.11115/0000-0013-B56A-8@format=tif,A-Gf_S1_72-407 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-407.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-407.tif,
Franziskanerkloster Graz,A-Gf_S1_72-408_D,,,,https://hdl.handle.net/21.11115/0000-0013-B56C-6@format=tif,A-Gf_S1_72-408 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-408.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-408.tif,
Franziskanerkloster Graz,A-Gf_S1_72-409_D,,,,https://hdl.handle.net/21.11115/0000-0013-B56E-4@format=tif,A-Gf_S1_72-409 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-409.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-409.tif,
Franziskanerkloster Graz,A-Gf_S1_72-410_D,,,,https://hdl.handle.net/21.11115/0000-0013-B570-0@format=tif,A-Gf_S1_72-410 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-410.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-410.tif,
Franziskanerkloster Graz,A-Gf_S1_72-411_D,,,,https://hdl.handle.net/21.11115/0000-0013-B572-E@format=tif,A-Gf_S1_72-411 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-411.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-411.tif,
Franziskanerkloster Graz,A-Gf_S1_72-412_D,,,,https://hdl.handle.net/21.11115/0000-0013-B574-C@format=tif,A-Gf_S1_72-412 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-412.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-412.tif,
Franziskanerkloster Graz,A-Gf_S1_72-413_D,,,,https://hdl.handle.net/21.11115/0000-0013-B576-A@format=tif,A-Gf_S1_72-413 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-413.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-413.tif,
Franziskanerkloster Graz,A-Gf_S1_72-414_D,,,,https://hdl.handle.net/21.11115/0000-0013-B578-8@format=tif,A-Gf_S1_72-414 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-414.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-414.tif,
Franziskanerkloster Graz,A-Gf_S1_72-415_D,,,,https://hdl.handle.net/21.11115/0000-0013-B57A-6@format=tif,A-Gf_S1_72-415 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-415.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-415.tif,
Franziskanerkloster Graz,A-Gf_S1_72-416_D,,,,https://hdl.handle.net/21.11115/0000-0013-B57C-4@format=tif,A-Gf_S1_72-416 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-416.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-416.tif,
Franziskanerkloster Graz,A-Gf_S1_72-417_D,,,,https://hdl.handle.net/21.11115/0000-0013-B57E-2@format=tif,A-Gf_S1_72-417 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-417.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-417.tif,
Franziskanerkloster Graz,A-Gf_S1_72-418_D,,,,https://hdl.handle.net/21.11115/0000-0013-B580-D@format=tif,A-Gf_S1_72-418 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-418.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-418.tif,
Franziskanerkloster Graz,A-Gf_S1_72-419_D,,,,https://hdl.handle.net/21.11115/0000-0013-B582-B@format=tif,A-Gf_S1_72-419 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-419.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-419.tif,
Franziskanerkloster Graz,A-Gf_S1_72-420_D,,,,https://hdl.handle.net/21.11115/0000-0013-B584-9@format=tif,A-Gf_S1_72-420 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-420.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-420.tif,
Franziskanerkloster Graz,A-Gf_S1_72-421_D,,,,https://hdl.handle.net/21.11115/0000-0013-B586-7@format=tif,A-Gf_S1_72-421 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-421.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-421.tif,
Franziskanerkloster Graz,A-Gf_S1_72-422_D,,,,https://hdl.handle.net/21.11115/0000-0013-B588-5@format=tif,A-Gf_S1_72-422 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-422.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-422.tif,
Franziskanerkloster Graz,A-Gf_S1_72-424_D,,,,https://hdl.handle.net/21.11115/0000-0013-B58A-3@format=tif,A-Gf_S1_72-424 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-424.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-424.tif,
Franziskanerkloster Graz,A-Gf_S1_72-425_D,,,,https://hdl.handle.net/21.11115/0000-0013-B58C-1@format=tif,A-Gf_S1_72-425 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-425.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-425.tif,
Franziskanerkloster Graz,A-Gf_S1_72-426_D,,,,https://hdl.handle.net/21.11115/0000-0013-B58E-F@format=tif,A-Gf_S1_72-426 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-426.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-426.tif,
Franziskanerkloster Graz,A-Gf_S1_72-427_D,,,,https://hdl.handle.net/21.11115/0000-0013-B590-B@format=tif,A-Gf_S1_72-427 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-427.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-427.tif,
Franziskanerkloster Graz,A-Gf_S1_72-428_D,,,,https://hdl.handle.net/21.11115/0000-0013-B592-9@format=tif,A-Gf_S1_72-428 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-428.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-428.tif,
Franziskanerkloster Graz,A-Gf_S1_72-429_D,,,,https://hdl.handle.net/21.11115/0000-0013-B594-7@format=tif,A-Gf_S1_72-429 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-429.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-429.tif,
Franziskanerkloster Graz,A-Gf_S1_72-430_D,,,,https://hdl.handle.net/21.11115/0000-0013-B596-5@format=tif,A-Gf_S1_72-430 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-430.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-430.tif,
Franziskanerkloster Graz,A-Gf_S1_72-432_D,,,,https://hdl.handle.net/21.11115/0000-0013-B598-3@format=tif,A-Gf_S1_72-432 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-432.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-432.tif,
Franziskanerkloster Graz,A-Gf_S1_72-434_D,,,,https://hdl.handle.net/21.11115/0000-0013-B59A-1@format=tif,A-Gf_S1_72-434 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-434.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-434.tif,
Franziskanerkloster Graz,A-Gf_S1_72-435_D,,,,https://hdl.handle.net/21.11115/0000-0013-B59C-F@format=tif,A-Gf_S1_72-435 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-435.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-435.tif,
Franziskanerkloster Graz,A-Gf_S1_72-436_D,,,,https://hdl.handle.net/21.11115/0000-0013-B59E-D@format=tif,A-Gf_S1_72-436 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-436.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-436.tif,
Franziskanerkloster Graz,A-Gf_S1_72-437_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5A0-9@format=tif,A-Gf_S1_72-437 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-437.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-437.tif,
Franziskanerkloster Graz,A-Gf_S1_72-438_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5A2-7@format=tif,A-Gf_S1_72-438 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-438.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-438.tif,
Franziskanerkloster Graz,A-Gf_S1_72-439_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5A4-5@format=tif,A-Gf_S1_72-439 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-439.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-439.tif,
Franziskanerkloster Graz,A-Gf_S1_72-440_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5A6-3@format=tif,A-Gf_S1_72-440 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-440.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-440.tif,
Franziskanerkloster Graz,A-Gf_S1_72-442_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5A8-1@format=tif,A-Gf_S1_72-442 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-442.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-442.tif,
Franziskanerkloster Graz,A-Gf_S1_72-443_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5AA-F@format=tif,A-Gf_S1_72-443 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-443.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-443.tif,
Franziskanerkloster Graz,A-Gf_S1_72-445_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5AC-D@format=tif,A-Gf_S1_72-445 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-445.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-445.tif,
Franziskanerkloster Graz,A-Gf_S1_72-446_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5AE-B@format=tif,A-Gf_S1_72-446 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-446.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-446.tif,
Franziskanerkloster Graz,A-Gf_S1_72-447_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5B0-7@format=tif,A-Gf_S1_72-447 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-447.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-447.tif,
Franziskanerkloster Graz,A-Gf_S1_72-448_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5B2-5@format=tif,A-Gf_S1_72-448 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-448.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-448.tif,
Franziskanerkloster Graz,A-Gf_S1_72-449_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5B4-3@format=tif,A-Gf_S1_72-449 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-449.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-449.tif,
Franziskanerkloster Graz,A-Gf_S1_72-450_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5B6-1@format=tif,A-Gf_S1_72-450 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-450.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-450.tif,
Franziskanerkloster Graz,A-Gf_S1_72-451_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5B8-F@format=tif,A-Gf_S1_72-451 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-451.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-451.tif,
Franziskanerkloster Graz,A-Gf_S1_72-452_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5BA-D@format=tif,A-Gf_S1_72-452 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-452.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-452.tif,
Franziskanerkloster Graz,A-Gf_S1_72-453_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5BC-B@format=tif,A-Gf_S1_72-453 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-453.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-453.tif,
Franziskanerkloster Graz,A-Gf_S1_72-454_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5BE-9@format=tif,A-Gf_S1_72-454 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-454.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-454.tif,
Franziskanerkloster Graz,A-Gf_S1_72-455_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5C0-5@format=tif,A-Gf_S1_72-455 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-455.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-455.tif,
Franziskanerkloster Graz,A-Gf_S1_72-456_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5C2-3@format=tif,A-Gf_S1_72-456 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-456.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-456.tif,
Franziskanerkloster Graz,A-Gf_S1_72-457_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5C4-1@format=tif,A-Gf_S1_72-457 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-457.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-457.tif,
Franziskanerkloster Graz,A-Gf_S1_72-458_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5C6-F@format=tif,A-Gf_S1_72-458 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-458.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-458.tif,
Franziskanerkloster Graz,A-Gf_S1_72-459_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5C8-D@format=tif,A-Gf_S1_72-459 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-459.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-459.tif,
Franziskanerkloster Graz,A-Gf_S1_72-460_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5CA-B@format=tif,A-Gf_S1_72-460 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-460.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-460.tif,
Franziskanerkloster Graz,A-Gf_S1_72-463_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5CC-9@format=tif,A-Gf_S1_72-463 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-463.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-463.tif,
Franziskanerkloster Graz,A-Gf_S1_72-465_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5CE-7@format=tif,A-Gf_S1_72-465 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-465.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-465.tif,
Franziskanerkloster Graz,A-Gf_S1_72-466_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5D0-3@format=tif,A-Gf_S1_72-466 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-466.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-466.tif,
Franziskanerkloster Graz,A-Gf_S1_72-467_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5D2-1@format=tif,A-Gf_S1_72-467 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-467.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-467.tif,
Franziskanerkloster Graz,A-Gf_S1_72-468_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5D4-F@format=tif,A-Gf_S1_72-468 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-468.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-468.tif,
Franziskanerkloster Graz,A-Gf_S1_72-469_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5D6-D@format=tif,A-Gf_S1_72-469 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-469.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-469.tif,
Franziskanerkloster Graz,A-Gf_S1_72-470_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5D8-B@format=tif,A-Gf_S1_72-470 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-470.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-470.tif,
Franziskanerkloster Graz,A-Gf_S1_72-471_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5DA-9@format=tif,A-Gf_S1_72-471 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-471.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-471.tif,
Franziskanerkloster Graz,A-Gf_S1_72-472_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5DC-7@format=tif,A-Gf_S1_72-472 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-472.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-472.tif,
Franziskanerkloster Graz,A-Gf_S1_72-473_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5DE-5@format=tif,A-Gf_S1_72-473 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-473.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-473.tif,
Franziskanerkloster Graz,A-Gf_S1_72-474_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5E0-1@format=tif,A-Gf_S1_72-474 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-474.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-474.tif,
Franziskanerkloster Graz,A-Gf_S1_72-475_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5E2-F@format=tif,A-Gf_S1_72-475 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-475.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-475.tif,
Franziskanerkloster Graz,A-Gf_S1_72-476_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5E4-D@format=tif,A-Gf_S1_72-476 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-476.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-476.tif,
Franziskanerkloster Graz,A-Gf_S1_72-477_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5E6-B@format=tif,A-Gf_S1_72-477 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-477.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-477.tif,
Franziskanerkloster Graz,A-Gf_S1_72-478_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5E8-9@format=tif,A-Gf_S1_72-478 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-478.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-478.tif,
Franziskanerkloster Graz,A-Gf_S1_72-479_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5EA-7@format=tif,A-Gf_S1_72-479 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-479.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-479.tif,
Franziskanerkloster Graz,A-Gf_S1_72-480_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5EC-5@format=tif,A-Gf_S1_72-480 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-480.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-480.tif,
Franziskanerkloster Graz,A-Gf_S1_72-481_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5EE-3@format=tif,A-Gf_S1_72-481 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-481.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-481.tif,
Franziskanerkloster Graz,A-Gf_S1_72-482_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5F0-F@format=tif,A-Gf_S1_72-482 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-482.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-482.tif,
Franziskanerkloster Graz,A-Gf_S1_72-483_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5F2-D@format=tif,A-Gf_S1_72-483 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-483.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-483.tif,
Franziskanerkloster Graz,A-Gf_S1_72-484_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5F4-B@format=tif,A-Gf_S1_72-484 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-484.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-484.tif,
Franziskanerkloster Graz,A-Gf_S1_72-485_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5F6-9@format=tif,A-Gf_S1_72-485 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-485.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-485.tif,
Franziskanerkloster Graz,A-Gf_S1_72-487_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5F8-7@format=tif,A-Gf_S1_72-487 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-487.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-487.tif,
Franziskanerkloster Graz,A-Gf_S1_72-488_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5FA-5@format=tif,A-Gf_S1_72-488 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-488.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-488.tif,
Franziskanerkloster Graz,A-Gf_S1_72-489_D,,,,https://hdl.handle.net/21.11115/0000-0013-B5FC-3@format=tif,A-Gf_S1_72-489 (Derivative),https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-489.tif,https://id.acdh.oeaw.ac.at/ofmgraz/derivatives/S1_72/A-Gf_S1_72-489.tif,
